date,atelier,usine,mtbf_heures,mttr_heures,disponibilite_pct,trs_oee_pct,performance_pct,qualite_pct,nb_alertes,nb_pannes,nb_pannes_evitees,cout_maintenance_jour_eur,economies_predictif_eur,vrms_moyen_mm_s,asset_health_index
2025-05-02,Ventilation,Casablanca,543.5,7.3,98.67,91.31,95.6,96.8,0,1,0,1191.09,0.0,1.96,78.3
2025-05-02,Broyage,Casablanca,340.0,6.1,98.24,87.46,91.5,97.3,1,0,0,3499.31,0.0,4.02,89.4
2025-05-02,Convoyage,Tanger,418.4,6.6,98.45,89.02,91.8,98.5,0,0,0,572.06,0.0,1.83,73.2
2025-05-03,Pomperie,Casablanca,379.7,7.5,98.06,91.97,95.9,97.8,0,0,0,3418.51,0.0,2.44,88.6
2025-05-03,Air comprimé,Tanger,417.2,8.8,97.93,85.51,92.2,94.7,0,0,1,3879.94,7905.13,2.7,78.8
2025-05-03,Ventilation,Casablanca,530.0,4.8,99.1,92.18,95.4,97.5,0,0,0,1118.64,0.0,2.24,97.8
2025-05-03,Broyage,Casablanca,379.9,6.4,98.34,93.09,96.1,98.5,0,0,0,5943.11,0.0,3.58,85.4
2025-05-03,Convoyage,Tanger,516.0,6.0,98.85,93.29,98.0,96.3,0,0,0,872.21,0.0,1.0,92.6
2025-05-04,Pomperie,Casablanca,376.1,4.3,98.87,97.09,102.4,95.9,0,0,0,3538.06,0.0,2.42,83.7
2025-05-04,Air comprimé,Tanger,463.3,6.1,98.7,85.26,86.9,99.4,0,0,0,2885.16,0.0,3.0,82.7
2025-05-04,Ventilation,Casablanca,506.6,7.8,98.48,86.03,91.0,96.0,0,0,0,1090.75,0.0,1.74,88.1
2025-05-04,Broyage,Casablanca,320.7,3.3,98.98,86.75,91.3,96.0,0,2,1,4736.27,1894.89,3.82,82.4
2025-05-04,Convoyage,Tanger,500.4,7.9,98.45,89.3,94.0,96.5,0,0,0,1207.34,0.0,1.69,70.7
2025-05-05,Pomperie,Casablanca,424.8,2.8,99.35,90.33,95.5,95.2,0,0,0,1902.61,0.0,2.79,82.1
2025-05-05,Air comprimé,Tanger,485.8,3.8,99.22,90.58,94.8,96.3,0,0,0,3423.3,0.0,3.06,77.1
2025-05-05,Ventilation,Casablanca,544.3,4.3,99.22,89.98,93.4,97.1,0,0,0,966.56,0.0,2.26,89.5
2025-05-05,Broyage,Casablanca,357.0,3.0,99.17,90.33,94.0,96.9,0,0,0,4338.22,0.0,4.18,79.4
2025-05-05,Convoyage,Tanger,544.2,7.2,98.69,91.99,97.3,95.8,0,0,0,803.62,0.0,1.01,80.5
2025-05-06,Pomperie,Casablanca,368.7,4.2,98.87,94.56,98.4,97.2,0,1,0,3109.23,0.0,1.74,100
2025-05-06,Air comprimé,Tanger,446.8,7.6,98.33,90.53,96.3,95.6,0,0,0,3738.68,0.0,2.87,97.4
2025-05-06,Ventilation,Casablanca,512.8,7.6,98.54,87.89,91.2,97.8,0,0,1,808.67,7400.03,1.67,73.1
2025-05-06,Broyage,Casablanca,382.9,3.3,99.15,91.35,97.5,94.5,1,0,0,4408.79,0.0,4.88,79.5
2025-05-06,Convoyage,Tanger,530.7,4.4,99.18,92.01,93.9,98.8,0,0,1,527.86,3150.67,1.51,73.9
2025-05-07,Pomperie,Casablanca,387.1,5.7,98.55,83.31,86.0,98.3,2,0,0,2965.34,0.0,2.5,68.1
2025-05-07,Air comprimé,Tanger,424.2,6.7,98.45,90.35,95.4,96.2,0,0,0,4011.35,0.0,3.71,94.0
2025-05-07,Ventilation,Casablanca,458.4,5.3,98.86,91.76,95.3,97.4,1,1,0,1023.04,0.0,1.79,84.1
2025-05-07,Broyage,Casablanca,346.9,5.2,98.52,96.35,100.3,97.5,0,0,0,4900.28,0.0,5.24,88.7
2025-05-07,Convoyage,Tanger,529.7,7.5,98.6,85.52,87.7,98.9,0,0,0,776.26,0.0,1.74,80.2
2025-05-08,Pomperie,Casablanca,380.5,4.7,98.78,83.49,90.3,93.6,0,1,0,2718.08,0.0,2.28,76.9
2025-05-08,Air comprimé,Tanger,460.3,7.0,98.5,86.51,91.2,96.3,0,0,0,2264.1,0.0,2.86,90.3
2025-05-08,Ventilation,Casablanca,528.2,4.4,99.17,87.1,89.9,97.7,1,1,0,1152.17,0.0,1.64,90.8
2025-05-08,Broyage,Casablanca,401.6,3.8,99.06,91.4,91.9,100.4,0,1,0,3435.11,0.0,4.88,84.6
2025-05-08,Convoyage,Tanger,484.1,1.6,99.67,95.52,99.0,96.8,0,0,0,1026.47,0.0,1.31,100
2025-05-09,Pomperie,Casablanca,371.8,4.2,98.88,89.26,92.3,97.8,0,0,2,2825.97,6612.95,2.22,69.9
2025-05-09,Air comprimé,Tanger,441.3,6.2,98.61,84.68,90.3,95.1,0,1,0,4558.6,0.0,2.43,92.7
2025-05-09,Ventilation,Casablanca,539.8,6.1,98.88,85.96,89.9,96.7,0,0,0,1489.03,0.0,2.1,84.6
2025-05-09,Broyage,Casablanca,383.5,4.0,98.97,91.78,96.0,96.6,0,0,1,6239.14,5353.97,4.4,66.5
2025-05-09,Convoyage,Tanger,519.2,5.6,98.93,86.74,90.3,97.1,0,1,0,908.88,0.0,1.41,58.1
2025-05-10,Pomperie,Casablanca,384.8,2.6,99.33,88.28,92.1,96.5,0,0,0,1824.06,0.0,2.07,92.0
2025-05-10,Air comprimé,Tanger,450.8,6.9,98.49,89.59,93.2,97.6,0,1,1,4375.43,5094.63,3.58,82.7
2025-05-10,Ventilation,Casablanca,562.5,4.6,99.19,83.25,89.0,94.3,0,0,0,1295.53,0.0,1.71,73.4
2025-05-10,Broyage,Casablanca,370.3,5.6,98.51,88.12,92.6,96.6,0,0,0,4371.28,0.0,4.52,75.8
2025-05-10,Convoyage,Tanger,542.4,7.9,98.56,87.39,90.2,98.3,0,0,0,1079.9,0.0,1.4,85.9
2025-05-11,Pomperie,Casablanca,405.3,5.1,98.76,86.33,89.2,98.0,0,0,1,4254.55,7328.96,2.14,78.7
2025-05-11,Air comprimé,Tanger,454.0,3.8,99.17,88.64,91.3,97.9,0,0,0,2118.16,0.0,2.58,79.7
2025-05-11,Ventilation,Casablanca,521.0,8.2,98.45,89.63,91.5,99.5,0,0,0,1547.83,0.0,1.84,86.1
2025-05-11,Broyage,Casablanca,358.6,3.7,98.98,89.72,92.4,98.1,1,0,0,5457.68,0.0,4.03,60.8
2025-05-11,Convoyage,Tanger,444.7,8.8,98.06,87.43,92.3,96.6,0,0,0,784.97,0.0,1.59,81.8
2025-05-12,Pomperie,Casablanca,376.3,5.4,98.59,91.89,95.3,97.8,0,0,0,1522.37,0.0,1.92,87.5
2025-05-12,Air comprimé,Tanger,487.9,6.7,98.65,82.07,87.2,95.4,0,0,0,3516.88,0.0,4.12,77.9
2025-05-12,Ventilation,Casablanca,568.0,4.6,99.2,93.02,95.3,98.4,2,2,2,1167.98,12787.29,1.46,91.8
2025-05-12,Broyage,Casablanca,365.8,4.5,98.78,96.23,98.3,99.1,3,0,0,5894.84,0.0,4.47,81.9
2025-05-12,Convoyage,Tanger,508.1,7.1,98.62,89.6,92.9,97.8,1,0,0,806.98,0.0,2.35,76.2
2025-05-13,Pomperie,Casablanca,419.9,3.9,99.08,98.03,102.0,97.0,2,0,0,2698.47,0.0,3.07,91.4
2025-05-13,Air comprimé,Tanger,431.1,5.4,98.76,89.2,93.6,96.5,0,0,1,2791.9,4162.2,3.54,78.3
2025-05-13,Ventilation,Casablanca,536.2,6.1,98.88,86.61,88.3,99.2,0,0,0,1549.49,0.0,1.41,68.0
2025-05-13,Broyage,Casablanca,357.3,4.0,98.89,81.44,86.6,95.1,0,0,0,3349.02,0.0,4.39,84.3
2025-05-13,Convoyage,Tanger,550.8,4.7,99.15,87.62,91.1,97.0,0,0,0,941.86,0.0,0.74,67.7
2025-05-14,Pomperie,Casablanca,398.4,4.8,98.81,87.77,93.8,94.7,0,0,0,2280.68,0.0,2.55,86.9
2025-05-14,Air comprimé,Tanger,481.1,7.5,98.47,89.59,93.6,97.2,0,0,0,4343.21,0.0,3.68,81.6
2025-05-14,Ventilation,Casablanca,534.0,7.0,98.71,96.53,97.3,100.5,0,0,1,1091.92,3515.45,1.77,85.4
2025-05-14,Broyage,Casablanca,319.7,5.2,98.4,91.29,92.5,100.3,0,1,0,4733.83,0.0,3.89,92.2
2025-05-14,Convoyage,Tanger,566.0,4.7,99.18,89.49,90.5,99.7,2,0,0,642.79,0.0,1.67,77.2
2025-05-15,Pomperie,Casablanca,441.9,6.9,98.46,88.7,92.3,97.6,0,1,1,2862.77,7363.06,2.15,91.4
2025-05-15,Air comprimé,Tanger,438.5,7.0,98.43,85.58,90.1,96.5,0,0,0,4990.14,0.0,2.21,85.8
2025-05-15,Ventilation,Casablanca,516.8,6.6,98.74,90.05,95.6,95.4,0,0,1,751.31,7177.4,1.55,78.9
2025-05-15,Broyage,Casablanca,371.3,4.8,98.72,89.94,95.6,95.3,1,0,0,3518.57,0.0,4.74,69.6
2025-05-15,Convoyage,Tanger,579.1,8.1,98.62,86.92,95.7,92.1,0,0,0,1101.6,0.0,1.72,71.6
2025-05-16,Pomperie,Casablanca,415.0,5.8,98.62,91.17,96.5,95.8,0,0,0,1868.8,0.0,2.79,85.8
2025-05-16,Air comprimé,Tanger,533.4,4.6,99.14,96.58,98.5,98.9,0,1,1,3779.28,2727.68,2.57,84.9
2025-05-16,Ventilation,Casablanca,474.8,7.3,98.49,91.43,96.2,96.5,0,0,1,1730.61,5060.67,1.61,59.9
2025-05-16,Broyage,Casablanca,340.8,2.9,99.16,90.08,92.6,98.1,0,0,1,3572.51,7248.14,4.68,90.6
2025-05-16,Convoyage,Tanger,507.8,3.9,99.24,87.35,90.0,97.8,0,0,1,942.53,1574.62,1.46,76.7
2025-05-17,Pomperie,Casablanca,450.0,4.6,98.99,92.82,95.2,98.5,0,0,0,4107.89,0.0,2.57,83.8
2025-05-17,Air comprimé,Tanger,484.5,3.5,99.28,86.46,89.5,97.3,0,0,0,3340.78,0.0,2.83,87.4
2025-05-17,Ventilation,Casablanca,575.3,8.9,98.48,89.72,95.9,95.0,0,2,0,1863.56,0.0,1.56,85.1
2025-05-17,Broyage,Casablanca,382.0,2.2,99.43,98.81,101.4,98.0,0,0,0,4905.36,0.0,4.57,77.5
2025-05-17,Convoyage,Tanger,500.4,6.7,98.68,87.19,89.7,98.5,0,0,0,1191.27,0.0,1.24,74.5
2025-05-18,Pomperie,Casablanca,418.3,6.6,98.45,85.52,93.1,93.3,2,0,2,4453.58,11037.49,1.77,95.2
2025-05-18,Air comprimé,Tanger,437.9,8.0,98.21,87.72,90.4,98.8,0,0,0,4204.0,0.0,3.56,82.1
2025-05-18,Ventilation,Casablanca,518.5,5.4,98.97,90.74,95.7,95.8,0,0,0,804.71,0.0,1.65,81.7
2025-05-18,Broyage,Casablanca,391.9,6.8,98.29,82.81,88.5,95.2,0,1,0,3493.96,0.0,3.86,86.8
2025-05-18,Convoyage,Tanger,454.4,3.1,99.32,89.44,91.8,98.1,0,0,0,1318.19,0.0,1.08,85.4
2025-05-19,Pomperie,Casablanca,375.4,5.2,98.63,83.42,87.1,97.1,0,0,0,1893.27,0.0,3.13,78.8
2025-05-19,Air comprimé,Tanger,517.9,6.2,98.82,89.08,93.7,96.2,2,1,0,3667.16,0.0,3.33,94.5
2025-05-19,Ventilation,Casablanca,525.9,7.1,98.67,79.82,85.7,94.4,0,1,0,1325.04,0.0,1.61,82.0
2025-05-19,Broyage,Casablanca,408.5,4.4,98.93,90.88,94.9,96.8,2,0,0,2922.13,0.0,4.01,83.1
2025-05-19,Convoyage,Tanger,577.3,4.0,99.31,89.06,94.5,94.9,3,0,0,270.94,0.0,1.23,88.5
2025-05-20,Pomperie,Casablanca,426.2,6.2,98.57,86.86,91.6,96.2,0,0,0,3144.26,0.0,2.87,77.9
2025-05-20,Air comprimé,Tanger,426.1,0.5,99.88,93.49,96.6,96.9,0,0,0,3626.94,0.0,3.09,91.7
2025-05-20,Ventilation,Casablanca,577.7,10.1,98.28,91.05,96.7,95.8,3,0,1,1124.77,5294.72,1.48,90.8
2025-05-20,Broyage,Casablanca,368.7,5.4,98.56,86.71,89.5,98.3,3,0,0,3028.2,0.0,3.76,80.5
2025-05-20,Convoyage,Tanger,501.4,3.6,99.29,89.6,91.8,98.3,2,0,0,736.14,0.0,1.51,69.2
2025-05-21,Pomperie,Casablanca,405.8,4.6,98.88,90.95,93.1,98.8,0,0,1,2442.85,3698.2,2.49,71.8
2025-05-21,Air comprimé,Tanger,468.8,6.3,98.67,88.14,92.0,97.1,0,0,0,4187.4,0.0,3.05,75.5
2025-05-21,Ventilation,Casablanca,497.1,12.2,97.6,84.6,88.9,97.5,0,0,2,795.56,7209.38,1.44,83.5
2025-05-21,Broyage,Casablanca,400.6,6.4,98.43,87.61,93.2,95.5,0,0,0,3726.84,0.0,4.35,80.8
2025-05-21,Convoyage,Tanger,429.8,3.5,99.19,89.32,93.8,96.0,0,0,1,778.18,7598.37,1.59,92.0
2025-05-22,Pomperie,Casablanca,444.0,3.1,99.31,86.97,91.8,95.4,0,1,1,4021.34,7532.54,2.43,79.1
2025-05-22,Air comprimé,Tanger,505.8,7.8,98.48,84.5,88.0,97.5,0,0,1,3202.36,3139.84,3.02,85.1
2025-05-22,Ventilation,Casablanca,448.7,8.2,98.21,93.64,97.0,98.3,0,0,0,1169.18,0.0,1.62,84.3
2025-05-22,Broyage,Casablanca,357.6,4.1,98.87,90.14,93.7,97.3,0,0,0,3220.68,0.0,3.87,79.6
2025-05-22,Convoyage,Tanger,450.4,4.3,99.05,92.34,93.6,99.6,1,0,2,967.44,13745.9,0.9,92.8
2025-05-23,Pomperie,Casablanca,412.6,6.9,98.36,87.43,90.7,98.0,0,0,1,2580.23,3163.82,2.38,94.7
2025-05-23,Air comprimé,Tanger,503.8,6.8,98.67,87.05,91.9,96.0,1,0,0,4020.17,0.0,2.8,100
2025-05-23,Ventilation,Casablanca,545.2,4.9,99.11,88.79,89.5,100.1,0,0,0,1270.05,0.0,1.35,85.7
2025-05-23,Broyage,Casablanca,343.6,6.6,98.12,91.79,94.3,99.2,1,1,0,3975.22,0.0,4.39,71.8
2025-05-23,Convoyage,Tanger,506.0,5.5,98.92,87.44,91.7,96.4,0,0,0,1562.44,0.0,1.55,68.7
2025-05-24,Pomperie,Casablanca,458.1,5.5,98.81,90.1,94.2,96.8,1,0,0,3198.55,0.0,2.69,93.2
2025-05-24,Air comprimé,Tanger,513.9,6.4,98.77,86.43,92.5,94.6,1,0,0,2939.57,0.0,2.36,77.3
2025-05-24,Ventilation,Casablanca,499.6,4.4,99.13,93.24,98.7,95.3,0,0,0,1373.39,0.0,2.34,95.9
2025-05-24,Broyage,Casablanca,382.7,3.3,99.15,89.05,92.5,97.1,0,0,1,4759.21,2609.77,3.9,90.2
2025-05-24,Convoyage,Tanger,524.5,7.4,98.61,95.09,97.8,98.6,1,1,0,1063.66,0.0,1.91,92.1
2025-05-25,Pomperie,Casablanca,411.1,2.9,99.3,90.46,94.3,96.6,0,0,1,2527.37,4245.46,2.64,81.7
2025-05-25,Air comprimé,Tanger,425.0,6.3,98.54,83.69,88.1,96.4,0,1,0,3162.35,0.0,3.37,94.8
2025-05-25,Ventilation,Casablanca,486.7,8.6,98.26,85.06,89.8,96.4,3,0,0,833.78,0.0,1.89,71.5
2025-05-25,Broyage,Casablanca,388.8,2.9,99.26,89.58,94.3,95.7,0,0,0,4336.41,0.0,3.97,64.7
2025-05-25,Convoyage,Tanger,481.9,3.5,99.28,91.1,94.4,97.2,0,0,2,975.04,5012.99,2.65,97.6
2025-05-26,Pomperie,Casablanca,371.3,2.8,99.25,88.51,91.0,98.0,0,0,0,3863.4,0.0,3.42,85.3
2025-05-26,Air comprimé,Tanger,480.0,5.4,98.89,86.69,91.7,95.6,0,0,0,3408.06,0.0,3.71,71.7
2025-05-26,Ventilation,Casablanca,481.4,8.6,98.24,84.61,88.7,97.1,0,0,0,1245.82,0.0,1.8,81.2
2025-05-26,Broyage,Casablanca,381.4,4.1,98.94,84.86,88.6,96.8,0,0,0,2173.34,0.0,3.65,82.1
2025-05-26,Convoyage,Tanger,482.7,5.3,98.91,84.02,86.5,98.2,0,1,0,839.87,0.0,0.89,79.7
2025-05-27,Pomperie,Casablanca,370.7,3.9,98.96,89.92,93.2,97.5,0,1,0,2674.3,0.0,2.28,93.5
2025-05-27,Air comprimé,Tanger,499.0,4.1,99.19,94.92,95.5,100.2,0,0,0,3079.92,0.0,3.14,89.8
2025-05-27,Ventilation,Casablanca,513.1,6.2,98.81,91.21,93.9,98.3,2,1,0,1049.39,0.0,1.45,74.2
2025-05-27,Broyage,Casablanca,383.3,4.5,98.84,90.41,94.3,97.0,1,0,1,4552.16,1946.38,4.13,76.8
2025-05-27,Convoyage,Tanger,497.4,3.1,99.38,88.83,93.6,95.5,0,0,0,911.29,0.0,1.36,80.9
2025-05-28,Pomperie,Casablanca,438.3,2.4,99.46,92.32,95.4,97.3,0,0,0,2341.4,0.0,2.64,97.5
2025-05-28,Air comprimé,Tanger,520.8,6.8,98.71,92.42,91.7,102.1,0,0,0,4062.15,0.0,2.37,92.3
2025-05-28,Ventilation,Casablanca,573.0,9.4,98.39,83.0,87.6,96.3,0,0,0,1375.29,0.0,2.27,84.4
2025-05-28,Broyage,Casablanca,337.0,6.4,98.14,89.39,93.8,97.1,0,2,0,3940.78,0.0,3.85,80.8
2025-05-28,Convoyage,Tanger,464.5,8.1,98.29,91.05,95.4,97.1,0,0,1,849.55,7988.31,1.62,85.3
2025-05-29,Pomperie,Casablanca,429.3,8.4,98.08,90.14,93.3,98.5,0,0,0,3122.05,0.0,1.84,98.7
2025-05-29,Air comprimé,Tanger,442.8,4.0,99.1,91.9,96.8,95.8,0,0,0,3368.09,0.0,2.87,88.3
2025-05-29,Ventilation,Casablanca,523.3,4.7,99.11,92.73,98.8,94.7,0,0,0,1252.34,0.0,1.39,80.9
2025-05-29,Broyage,Casablanca,348.5,5.5,98.45,94.02,95.6,99.9,0,0,1,4837.67,6759.12,4.86,91.7
2025-05-29,Convoyage,Tanger,502.0,7.3,98.57,88.1,95.9,93.2,0,0,0,686.52,0.0,1.52,82.7
2025-05-30,Pomperie,Casablanca,361.5,5.8,98.42,96.53,100.8,97.3,0,0,0,1185.19,0.0,3.12,85.9
2025-05-30,Air comprimé,Tanger,446.1,5.4,98.8,92.07,93.1,100.1,0,0,0,3036.09,0.0,2.82,84.6
2025-05-30,Ventilation,Casablanca,508.9,5.6,98.91,89.71,93.5,97.0,3,1,0,1393.74,0.0,1.79,87.4
2025-05-30,Broyage,Casablanca,376.1,3.6,99.05,89.7,92.5,97.9,0,2,0,5135.65,0.0,3.95,84.2
2025-05-30,Convoyage,Tanger,495.7,3.8,99.24,90.45,93.0,98.0,0,0,0,896.37,0.0,1.66,71.4
2025-05-31,Pomperie,Casablanca,414.1,5.0,98.81,88.12,92.9,96.0,0,0,0,3345.32,0.0,2.68,72.9
2025-05-31,Air comprimé,Tanger,451.2,5.5,98.8,87.96,90.2,98.7,0,0,1,3638.08,3314.12,3.36,74.6
2025-05-31,Ventilation,Casablanca,556.1,6.8,98.79,87.48,91.1,97.2,0,0,1,1128.77,5137.87,1.79,77.7
2025-05-31,Broyage,Casablanca,422.8,5.5,98.72,87.74,92.1,96.5,0,0,2,4312.78,5931.86,4.4,82.8
2025-05-31,Convoyage,Tanger,481.0,6.4,98.69,92.34,94.8,98.7,0,0,0,921.31,0.0,1.13,92.6
2025-06-01,Pomperie,Casablanca,476.8,4.2,99.13,87.49,89.6,98.5,0,0,0,3520.18,0.0,2.33,87.7
2025-06-01,Air comprimé,Tanger,404.6,6.1,98.51,94.41,98.7,97.1,1,0,0,4817.42,0.0,3.63,96.2
2025-06-01,Ventilation,Casablanca,505.6,8.5,98.35,87.49,91.9,96.8,0,0,2,1945.55,8971.06,1.26,89.1
2025-06-01,Broyage,Casablanca,392.0,5.8,98.54,86.19,91.4,95.7,1,0,0,3061.45,0.0,3.86,99.7
2025-06-01,Convoyage,Tanger,513.5,9.1,98.26,83.46,88.2,96.3,0,0,1,1094.8,6832.46,1.12,91.4
2025-06-02,Pomperie,Casablanca,396.2,4.2,98.95,87.26,91.1,96.8,0,0,1,3260.92,5100.9,2.85,73.9
2025-06-02,Air comprimé,Tanger,429.7,6.8,98.44,84.08,90.1,94.8,0,1,0,3553.66,0.0,3.46,72.9
2025-06-02,Ventilation,Casablanca,584.1,7.8,98.68,93.9,98.4,96.7,1,1,0,630.76,0.0,1.97,94.9
2025-06-02,Broyage,Casablanca,343.0,7.2,97.94,91.67,95.9,97.6,0,0,0,6168.37,0.0,3.4,83.9
2025-06-02,Convoyage,Tanger,479.1,3.4,99.3,94.2,97.0,97.8,0,0,0,953.56,0.0,0.86,82.1
2025-06-03,Pomperie,Casablanca,363.0,2.2,99.4,84.6,87.2,97.6,0,0,0,2204.79,0.0,3.27,85.9
2025-06-03,Air comprimé,Tanger,468.9,6.6,98.61,89.66,92.4,98.4,0,0,0,4859.15,0.0,3.16,87.6
2025-06-03,Ventilation,Casablanca,551.5,6.9,98.76,85.64,88.3,98.2,0,1,0,1213.02,0.0,1.41,100
2025-06-03,Broyage,Casablanca,399.6,3.9,99.03,83.01,85.8,97.7,0,0,0,4305.14,0.0,4.3,77.6
2025-06-03,Convoyage,Tanger,462.4,4.0,99.14,91.08,96.3,95.4,0,0,0,1011.35,0.0,1.72,94.1
2025-06-04,Pomperie,Casablanca,435.2,3.5,99.2,94.77,96.5,99.0,0,0,0,3373.1,0.0,2.82,87.2
2025-06-04,Air comprimé,Tanger,503.0,6.9,98.65,84.69,88.5,97.0,0,0,1,3984.39,3125.24,2.91,81.5
2025-06-04,Ventilation,Casablanca,545.5,4.9,99.11,89.89,93.5,97.0,0,1,0,1029.98,0.0,1.71,91.2
2025-06-04,Broyage,Casablanca,386.5,5.1,98.7,90.76,94.7,97.1,0,0,0,3705.11,0.0,4.28,90.1
2025-06-04,Convoyage,Tanger,489.0,6.8,98.63,83.23,86.2,97.9,2,0,0,807.74,0.0,0.85,77.4
2025-06-05,Pomperie,Casablanca,455.1,4.5,99.02,86.13,89.3,97.4,0,0,2,2864.95,3930.5,1.6,68.8
2025-06-05,Air comprimé,Tanger,490.2,9.7,98.06,89.6,94.0,97.2,0,1,0,3214.85,0.0,2.97,80.2
2025-06-05,Ventilation,Casablanca,492.2,9.4,98.13,87.32,90.8,98.0,1,0,0,1532.36,0.0,1.69,85.9
2025-06-05,Broyage,Casablanca,410.4,4.9,98.82,87.19,89.3,98.8,0,1,1,5553.5,7651.91,4.9,76.9
2025-06-05,Convoyage,Tanger,475.5,4.5,99.06,89.74,93.2,97.2,0,0,0,1067.23,0.0,1.14,78.6
2025-06-06,Pomperie,Casablanca,436.2,4.9,98.89,88.45,92.5,96.7,0,0,0,2202.14,0.0,2.76,84.5
2025-06-06,Air comprimé,Tanger,435.8,7.6,98.29,85.58,90.6,96.1,1,0,1,3646.55,5368.49,3.79,76.5
2025-06-06,Ventilation,Casablanca,519.2,8.7,98.35,90.53,92.7,99.3,0,1,1,1173.02,5009.69,1.75,86.5
2025-06-06,Broyage,Casablanca,370.2,4.1,98.9,86.69,89.9,97.5,0,0,0,4932.82,0.0,3.94,68.4
2025-06-06,Convoyage,Tanger,552.1,8.3,98.52,89.57,95.7,95.0,0,0,0,1429.16,0.0,1.86,91.5
2025-06-07,Pomperie,Casablanca,388.8,4.8,98.78,89.11,93.1,96.9,0,0,0,2494.1,0.0,2.23,94.3
2025-06-07,Air comprimé,Tanger,452.4,6.9,98.5,91.82,95.8,97.3,3,0,1,2937.32,2088.42,3.79,86.7
2025-06-07,Ventilation,Casablanca,584.0,9.1,98.47,87.81,92.5,96.4,0,0,2,1475.94,14491.68,1.96,79.2
2025-06-07,Broyage,Casablanca,339.1,5.9,98.29,88.74,91.2,99.0,0,0,0,3528.42,0.0,4.17,78.4
2025-06-07,Convoyage,Tanger,480.7,6.0,98.77,87.94,91.6,97.2,0,0,0,466.46,0.0,1.34,86.1
2025-06-08,Pomperie,Casablanca,456.5,2.8,99.39,87.41,91.9,95.7,0,0,0,2270.22,0.0,1.99,76.0
2025-06-08,Air comprimé,Tanger,464.1,8.2,98.26,86.59,90.2,97.7,0,0,0,2793.82,0.0,3.58,70.2
2025-06-08,Ventilation,Casablanca,588.9,2.7,99.54,86.37,92.6,93.7,0,0,0,1301.46,0.0,2.01,80.2
2025-06-08,Broyage,Casablanca,374.4,3.5,99.07,94.46,98.8,96.5,0,0,0,3744.96,0.0,4.34,77.6
2025-06-08,Convoyage,Tanger,485.1,8.0,98.38,84.99,89.8,96.2,0,0,0,565.37,0.0,1.47,84.4
2025-06-09,Pomperie,Casablanca,395.3,2.4,99.4,91.31,94.7,97.0,0,1,2,3113.16,11700.99,2.07,76.9
2025-06-09,Air comprimé,Tanger,444.3,3.9,99.13,85.4,89.0,96.8,0,0,0,3569.48,0.0,2.27,84.9
2025-06-09,Ventilation,Casablanca,520.3,5.7,98.92,89.21,92.4,97.6,0,1,0,1111.84,0.0,2.53,94.2
2025-06-09,Broyage,Casablanca,383.1,3.7,99.04,87.43,89.8,98.3,0,0,0,3238.24,0.0,4.15,74.8
2025-06-09,Convoyage,Tanger,430.4,5.2,98.81,80.85,85.5,95.7,0,0,0,991.68,0.0,1.8,68.1
2025-06-10,Pomperie,Casablanca,428.6,6.3,98.55,89.13,94.9,95.3,0,0,1,3345.5,1588.57,3.01,84.5
2025-06-10,Air comprimé,Tanger,469.0,5.2,98.9,87.9,89.5,99.3,0,2,0,4094.07,0.0,2.12,65.5
2025-06-10,Ventilation,Casablanca,596.1,8.1,98.66,87.39,91.5,96.8,0,1,1,986.32,3804.05,2.56,79.6
2025-06-10,Broyage,Casablanca,351.6,3.8,98.93,87.24,91.0,96.9,3,0,1,3357.64,6201.43,4.57,78.6
2025-06-10,Convoyage,Tanger,483.2,9.6,98.05,96.09,99.8,98.2,0,0,0,889.77,0.0,1.13,86.9
2025-06-11,Pomperie,Casablanca,364.0,4.6,98.75,85.75,91.7,94.7,0,1,1,3373.99,5237.69,2.31,80.9
2025-06-11,Air comprimé,Tanger,486.2,5.7,98.84,88.99,91.5,98.4,0,0,0,3963.3,0.0,2.94,73.3
2025-06-11,Ventilation,Casablanca,583.2,6.2,98.95,82.69,87.6,95.4,0,1,0,1334.15,0.0,1.75,96.6
2025-06-11,Broyage,Casablanca,377.1,3.2,99.16,93.2,96.7,97.2,0,0,1,3475.97,5130.09,4.27,73.8
2025-06-11,Convoyage,Tanger,445.6,4.4,99.02,87.22,90.9,96.9,0,0,0,862.16,0.0,1.03,83.0
2025-06-12,Pomperie,Casablanca,438.4,8.3,98.14,88.33,91.0,98.9,0,0,0,3063.95,0.0,2.21,80.5
2025-06-12,Air comprimé,Tanger,514.7,4.3,99.17,95.78,100.4,96.2,0,0,1,3161.03,3663.98,2.53,80.1
2025-06-12,Ventilation,Casablanca,609.1,8.6,98.61,91.07,95.6,96.6,0,0,0,1043.54,0.0,1.68,99.7
2025-06-12,Broyage,Casablanca,356.3,4.7,98.7,88.51,94.2,95.2,0,0,0,3262.94,0.0,4.1,82.0
2025-06-12,Convoyage,Tanger,563.7,6.5,98.86,92.43,98.0,95.4,0,0,2,885.96,4924.24,1.86,85.1
2025-06-13,Pomperie,Casablanca,376.0,8.6,97.76,83.77,87.8,97.6,0,0,0,2566.11,0.0,2.41,81.2
2025-06-13,Air comprimé,Tanger,518.0,9.1,98.27,91.02,94.9,97.6,1,0,2,4295.05,4951.85,2.42,80.3
2025-06-13,Ventilation,Casablanca,573.2,5.6,99.03,97.74,100.4,98.3,0,0,1,781.87,2049.18,2.59,69.3
