timestamp,machine_id,machine_nom,capteur_id,capteur_type,grandeur,unite,valeur_mesuree,seuil_alerte_bas,seuil_alerte_haut,statut,batterie_pct,qualite_signal_pct,frequence_acquisition_hz,passerelle_iot,latence_ms
2026-04-14 07:10:48,C-118,Compresseur à vis,C-118-SEN-01,accelerometre,accelerometre,mm/s,2.1205,0.31,4.16,normal,99.4,100.3,1000,GW-MQTT-01,1.4
2026-04-14 07:10:10,C-118,Compresseur à vis,C-118-SEN-02,accelerometre,accelerometre,g,0.4171,0.07,0.89,normal,99.3,98.2,128,GW-OPCUA-02,1.2
2026-04-14 07:10:23,C-118,Compresseur à vis,C-118-SEN-03,thermique,thermique,°C,32.2564,4.99,66.65,normal,99.3,98.6,2000,GW-OPCUA-02,1.1
2026-04-14 07:10:29,C-118,Compresseur à vis,C-118-SEN-04,sonde_proximite,sonde_proximite,microns,31.7538,6.66,89.01,normal,99.0,95.9,5000,GW-OPCUA-02,1.6
2026-04-14 07:10:25,C-118,Compresseur à vis,C-118-SEN-05,ultrason,ultrason,dB,30.1117,4.66,62.24,normal,99.3,93.7,5000,GW-MQTT-01,0.8
2026-04-14 07:10:31,C-118,Compresseur à vis,C-118-SEN-06,courant,courant,A,86.3657,13.32,177.7,normal,99.2,93.9,1000,GW-MQTT-01,1.0
2026-04-14 07:10:31,C-118,Compresseur à vis,C-118-SEN-07,debit,debit,m3/h,51.768,9.43,125.83,normal,99.0,97.2,2000,GW-Modbus-03,1.7
2026-04-14 07:10:38,C-118,Compresseur à vis,C-118-SEN-08,pression,pression,bar,4.5714,0.72,9.63,normal,99.4,99.8,5000,GW-OPCUA-02,1.4
2026-04-14 07:10:33,V-302,Ventilateur tirage,V-302-SEN-01,accelerometre,accelerometre,mm/s,2.6043,0.37,4.95,normal,99.2,100.9,256,GW-OPCUA-02,1.4
2026-04-14 07:10:33,V-302,Ventilateur tirage,V-302-SEN-02,accelerometre,accelerometre,g,0.6186,0.08,1.06,normal,99.0,98.7,1000,GW-Modbus-03,1.3
2026-04-14 07:10:01,V-302,Ventilateur tirage,V-302-SEN-03,thermique,thermique,°C,41.9603,5.94,79.26,normal,99.4,100.6,512,GW-MQTT-01,1.3
2026-04-14 07:10:28,V-302,Ventilateur tirage,V-302-SEN-04,sonde_proximite,sonde_proximite,microns,55.1394,7.92,105.85,normal,99.6,94.7,512,GW-Modbus-03,0.8
2026-04-14 07:10:57,V-302,Ventilateur tirage,V-302-SEN-05,ultrason,ultrason,dB,33.3333,5.54,74.02,normal,99.4,96.8,128,GW-Modbus-03,1.3
2026-04-14 07:10:18,V-302,Ventilateur tirage,V-302-SEN-06,courant,courant,A,103.953,15.84,211.32,normal,99.4,98.1,5000,GW-Modbus-03,1.1
2026-04-14 07:10:59,V-302,Ventilateur tirage,V-302-SEN-07,debit,debit,m3/h,74.6683,11.22,149.64,normal,99.0,94.7,256,GW-Modbus-03,1.6
2026-04-14 07:10:43,V-302,Ventilateur tirage,V-302-SEN-08,pression,pression,bar,5.4877,0.86,11.45,normal,99.5,96.8,256,GW-Modbus-03,1.5
2026-04-14 07:10:15,M-019,Moteur électrique 400kW,M-019-SEN-01,accelerometre,accelerometre,mm/s,3.1601,0.43,5.74,normal,99.2,99.2,256,GW-Modbus-03,1.5
2026-04-14 07:10:22,M-019,Moteur électrique 400kW,M-019-SEN-02,accelerometre,accelerometre,g,0.6208,0.09,1.23,normal,99.0,93.8,128,GW-Modbus-03,0.7
2026-04-14 07:10:47,M-019,Moteur électrique 400kW,M-019-SEN-03,thermique,thermique,°C,45.9417,6.88,91.87,normal,99.4,94.3,5000,GW-OPCUA-02,1.9
2026-04-14 07:10:14,M-019,Moteur électrique 400kW,M-019-SEN-04,sonde_proximite,sonde_proximite,microns,63.6661,9.18,122.69,normal,99.2,96.3,256,GW-MQTT-01,1.5
2026-04-14 07:10:09,M-019,Moteur électrique 400kW,M-019-SEN-05,ultrason,ultrason,dB,42.7787,6.43,85.79,normal,99.0,97.6,512,GW-MQTT-01,1.1
2026-04-14 07:10:53,M-019,Moteur électrique 400kW,M-019-SEN-06,courant,courant,A,144.1564,18.36,244.94,normal,99.6,94.1,2000,GW-MQTT-01,1.0
2026-04-14 07:10:05,M-019,Moteur électrique 400kW,M-019-SEN-07,debit,debit,m3/h,84.8384,13.01,173.44,normal,99.4,95.8,1000,GW-OPCUA-02,0.9
2026-04-14 07:10:58,M-019,Moteur électrique 400kW,M-019-SEN-08,pression,pression,bar,6.3938,0.99,13.27,normal,99.3,96.8,2000,GW-OPCUA-02,1.2
2026-04-14 07:10:46,R-077,Réducteur convoyeur,R-077-SEN-01,accelerometre,accelerometre,mm/s,3.5001,0.49,6.53,normal,99.0,100.4,256,GW-MQTT-01,1.3
2026-04-14 07:10:55,R-077,Réducteur convoyeur,R-077-SEN-02,accelerometre,accelerometre,g,0.5594,0.1,1.4,normal,99.0,98.0,512,GW-Modbus-03,1.8
2026-04-14 07:10:55,R-077,Réducteur convoyeur,R-077-SEN-03,thermique,thermique,°C,56.2187,7.83,104.48,normal,99.6,97.8,256,GW-OPCUA-02,0.9
2026-04-14 07:10:55,R-077,Réducteur convoyeur,R-077-SEN-04,sonde_proximite,sonde_proximite,microns,92.4283,10.44,139.52,normal,99.5,100.8,512,GW-MQTT-01,2.0
2026-04-14 07:10:16,R-077,Réducteur convoyeur,R-077-SEN-05,ultrason,ultrason,dB,48.5089,7.31,97.57,normal,99.6,99.5,512,GW-OPCUA-02,0.4
2026-04-14 07:10:47,R-077,Réducteur convoyeur,R-077-SEN-06,courant,courant,A,149.1556,20.88,278.56,normal,99.0,97.1,2000,GW-OPCUA-02,0.5
2026-04-14 07:10:46,R-077,Réducteur convoyeur,R-077-SEN-07,debit,debit,m3/h,100.463,14.79,197.25,normal,99.1,97.2,128,GW-Modbus-03,1.6
2026-04-14 07:10:00,R-077,Réducteur convoyeur,R-077-SEN-08,pression,pression,bar,8.0117,1.13,15.1,normal,99.1,97.6,512,GW-MQTT-01,1.3
2026-04-14 07:10:54,P-311,Pompe centrifuge BP,P-311-SEN-01,accelerometre,accelerometre,mm/s,3.6887,0.55,7.32,normal,99.2,95.3,256,GW-MQTT-01,1.4
2026-04-14 07:10:30,P-311,Pompe centrifuge BP,P-311-SEN-02,accelerometre,accelerometre,g,0.8388,0.12,1.57,normal,99.5,99.0,128,GW-OPCUA-02,1.0
2026-04-14 07:10:13,P-311,Pompe centrifuge BP,P-311-SEN-03,thermique,thermique,°C,57.5706,8.78,117.09,normal,99.2,96.0,2000,GW-Modbus-03,0.9
2026-04-14 07:10:01,P-311,Pompe centrifuge BP,P-311-SEN-04,sonde_proximite,sonde_proximite,microns,77.1454,11.7,156.36,normal,99.3,97.9,512,GW-Modbus-03,1.3
2026-04-14 07:10:04,P-311,Pompe centrifuge BP,P-311-SEN-05,ultrason,ultrason,dB,54.47,8.19,109.35,normal,99.3,99.4,2000,GW-Modbus-03,1.2
2026-04-14 07:10:11,P-311,Pompe centrifuge BP,P-311-SEN-06,courant,courant,A,170.6286,23.4,312.18,normal,99.1,99.5,256,GW-Modbus-03,0.9
2026-04-14 07:10:00,P-311,Pompe centrifuge BP,P-311-SEN-07,debit,debit,m3/h,118.6839,16.57,221.05,normal,99.6,97.2,128,GW-OPCUA-02,1.7
2026-04-14 07:10:57,P-311,Pompe centrifuge BP,P-311-SEN-08,pression,pression,bar,8.7795,1.27,16.92,normal,99.1,94.3,5000,GW-MQTT-01,1.7
2026-04-14 08:33:08,P-204,Pompe centrifuge HP,P-204-SEN-01,accelerometre,accelerometre,mm/s,1.5205,0.25,3.38,normal,99.4,101.0,5000,GW-MQTT-01,1.2
2026-04-14 08:33:36,P-204,Pompe centrifuge HP,P-204-SEN-02,accelerometre,accelerometre,g,0.4225,0.05,0.72,normal,98.9,96.1,128,GW-Modbus-03,1.1
2026-04-14 08:33:47,P-204,Pompe centrifuge HP,P-204-SEN-03,thermique,thermique,°C,24.067,4.05,54.05,normal,98.9,98.1,5000,GW-MQTT-01,1.7
2026-04-14 08:33:56,P-204,Pompe centrifuge HP,P-204-SEN-04,sonde_proximite,sonde_proximite,microns,30.3418,5.4,72.19,normal,99.4,92.6,512,GW-Modbus-03,1.3
2026-04-14 08:33:54,P-204,Pompe centrifuge HP,P-204-SEN-05,ultrason,ultrason,dB,31.7324,3.78,50.48,normal,99.2,96.4,2000,GW-OPCUA-02,1.1
2026-04-14 08:33:30,P-204,Pompe centrifuge HP,P-204-SEN-06,courant,courant,A,72.5477,10.8,144.1,normal,99.4,97.8,5000,GW-OPCUA-02,1.6
2026-04-14 08:33:14,P-204,Pompe centrifuge HP,P-204-SEN-07,debit,debit,m3/h,51.9677,7.65,102.03,normal,99.0,92.1,5000,GW-Modbus-03,1.0
2026-04-14 08:33:41,P-204,Pompe centrifuge HP,P-204-SEN-08,pression,pression,bar,4.1554,0.58,7.81,normal,99.1,96.2,2000,GW-OPCUA-02,0.7
2026-04-14 08:33:28,C-118,Compresseur à vis,C-118-SEN-01,accelerometre,accelerometre,mm/s,1.888,0.31,4.17,normal,99.4,94.7,2000,GW-OPCUA-02,1.6
2026-04-14 08:33:47,C-118,Compresseur à vis,C-118-SEN-02,accelerometre,accelerometre,g,0.4207,0.07,0.89,normal,99.1,93.8,2000,GW-Modbus-03,1.7
2026-04-14 08:33:10,C-118,Compresseur à vis,C-118-SEN-03,thermique,thermique,°C,33.7063,4.99,66.66,normal,99.3,93.2,5000,GW-MQTT-01,1.5
2026-04-14 08:33:46,C-118,Compresseur à vis,C-118-SEN-04,sonde_proximite,sonde_proximite,microns,34.3599,6.66,89.04,normal,99.5,99.3,2000,GW-OPCUA-02,1.4
2026-04-14 08:33:20,C-118,Compresseur à vis,C-118-SEN-05,ultrason,ultrason,dB,33.2842,4.66,62.25,normal,99.0,96.1,1000,GW-Modbus-03,1.7
2026-04-14 08:33:47,C-118,Compresseur à vis,C-118-SEN-06,courant,courant,A,87.8463,13.32,177.72,normal,99.2,96.9,128,GW-OPCUA-02,1.4
2026-04-14 08:33:11,C-118,Compresseur à vis,C-118-SEN-07,debit,debit,m3/h,62.3895,9.43,125.84,normal,99.5,94.8,1000,GW-MQTT-01,1.0
2026-04-14 08:33:40,C-118,Compresseur à vis,C-118-SEN-08,pression,pression,bar,5.1703,0.72,9.63,normal,99.2,96.8,1000,GW-MQTT-01,1.4
2026-04-14 08:33:34,V-302,Ventilateur tirage,V-302-SEN-01,accelerometre,accelerometre,mm/s,2.5895,0.37,4.96,normal,99.1,95.8,512,GW-OPCUA-02,1.2
2026-04-14 08:33:58,V-302,Ventilateur tirage,V-302-SEN-02,accelerometre,accelerometre,g,0.5626,0.08,1.06,normal,99.1,95.3,1000,GW-MQTT-01,0.9
2026-04-14 08:33:04,V-302,Ventilateur tirage,V-302-SEN-03,thermique,thermique,°C,41.2747,5.94,79.27,normal,99.3,95.1,1000,GW-MQTT-01,0.9
2026-04-14 08:33:36,V-302,Ventilateur tirage,V-302-SEN-04,sonde_proximite,sonde_proximite,microns,46.7406,7.92,105.88,normal,99.2,95.8,256,GW-OPCUA-02,1.6
2026-04-14 08:33:51,V-302,Ventilateur tirage,V-302-SEN-05,ultrason,ultrason,dB,30.0654,5.54,74.03,normal,99.3,92.7,128,GW-OPCUA-02,0.8
2026-04-14 08:33:46,V-302,Ventilateur tirage,V-302-SEN-06,courant,courant,A,114.4188,15.84,211.34,normal,99.5,96.3,5000,GW-MQTT-01,1.5
2026-04-14 08:33:03,V-302,Ventilateur tirage,V-302-SEN-07,debit,debit,m3/h,74.0679,11.22,149.64,normal,98.8,94.9,2000,GW-MQTT-01,1.3
2026-04-14 08:33:27,V-302,Ventilateur tirage,V-302-SEN-08,pression,pression,bar,5.824,0.86,11.45,normal,98.8,95.7,128,GW-MQTT-01,0.9
2026-04-14 08:33:45,M-019,Moteur électrique 400kW,M-019-SEN-01,accelerometre,accelerometre,mm/s,2.7797,0.43,5.74,normal,98.8,97.2,1000,GW-OPCUA-02,1.0
2026-04-14 08:33:07,M-019,Moteur électrique 400kW,M-019-SEN-02,accelerometre,accelerometre,g,0.5018,0.09,1.23,normal,99.2,97.9,2000,GW-MQTT-01,1.1
2026-04-14 08:33:57,M-019,Moteur électrique 400kW,M-019-SEN-03,thermique,thermique,°C,43.7576,6.88,91.88,normal,99.1,97.3,512,GW-OPCUA-02,1.8
2026-04-14 08:33:06,M-019,Moteur électrique 400kW,M-019-SEN-04,sonde_proximite,sonde_proximite,microns,36.3304,9.18,122.73,normal,98.9,95.0,512,GW-MQTT-01,1.5
2026-04-14 08:33:24,M-019,Moteur électrique 400kW,M-019-SEN-05,ultrason,ultrason,dB,44.9566,6.43,85.81,normal,99.1,97.5,1000,GW-OPCUA-02,1.0
2026-04-14 08:33:00,M-019,Moteur électrique 400kW,M-019-SEN-06,courant,courant,A,115.1862,18.36,244.96,normal,98.9,97.4,512,GW-Modbus-03,0.9
2026-04-14 08:33:50,M-019,Moteur électrique 400kW,M-019-SEN-07,debit,debit,m3/h,90.1602,13.01,173.45,normal,98.9,97.9,512,GW-MQTT-01,0.8
2026-04-14 08:33:57,M-019,Moteur électrique 400kW,M-019-SEN-08,pression,pression,bar,6.6013,0.99,13.28,normal,99.4,95.0,5000,GW-Modbus-03,1.3
2026-04-14 08:33:09,R-077,Réducteur convoyeur,R-077-SEN-01,accelerometre,accelerometre,mm/s,3.5728,0.49,6.53,normal,99.0,99.0,256,GW-OPCUA-02,0.8
2026-04-14 08:33:57,R-077,Réducteur convoyeur,R-077-SEN-02,accelerometre,accelerometre,g,0.7393,0.1,1.4,normal,99.3,97.0,256,GW-OPCUA-02,1.0
2026-04-14 08:33:25,R-077,Réducteur convoyeur,R-077-SEN-03,thermique,thermique,°C,54.349,7.83,104.49,normal,99.3,98.1,5000,GW-OPCUA-02,1.9
2026-04-14 08:33:07,R-077,Réducteur convoyeur,R-077-SEN-04,sonde_proximite,sonde_proximite,microns,79.2812,10.44,139.57,normal,99.4,98.1,128,GW-OPCUA-02,1.0
2026-04-14 08:33:10,R-077,Réducteur convoyeur,R-077-SEN-05,ultrason,ultrason,dB,50.5637,7.31,97.59,normal,99.1,97.9,512,GW-OPCUA-02,0.7
2026-04-14 08:33:15,R-077,Réducteur convoyeur,R-077-SEN-06,courant,courant,A,149.3254,20.88,278.59,normal,99.2,99.9,256,GW-Modbus-03,0.7
2026-04-14 08:33:45,R-077,Réducteur convoyeur,R-077-SEN-07,debit,debit,m3/h,99.9157,14.79,197.26,normal,98.8,98.7,512,GW-Modbus-03,1.3
2026-04-14 08:33:05,R-077,Réducteur convoyeur,R-077-SEN-08,pression,pression,bar,7.3792,1.13,15.1,normal,99.3,99.2,512,GW-OPCUA-02,0.3
2026-04-14 08:33:57,P-311,Pompe centrifuge BP,P-311-SEN-01,accelerometre,accelerometre,mm/s,3.6452,0.55,7.32,normal,99.1,97.1,512,GW-OPCUA-02,1.1
2026-04-14 08:33:04,P-311,Pompe centrifuge BP,P-311-SEN-02,accelerometre,accelerometre,g,0.7489,0.12,1.57,normal,99.3,96.1,5000,GW-Modbus-03,1.9
2026-04-14 08:33:59,P-311,Pompe centrifuge BP,P-311-SEN-03,thermique,thermique,°C,55.3011,8.78,117.1,normal,99.5,95.6,5000,GW-MQTT-01,1.4
2026-04-14 08:33:02,P-311,Pompe centrifuge BP,P-311-SEN-04,sonde_proximite,sonde_proximite,microns,81.3551,11.7,156.42,normal,98.9,96.3,1000,GW-MQTT-01,0.8
2026-04-14 08:33:38,P-311,Pompe centrifuge BP,P-311-SEN-05,ultrason,ultrason,dB,51.911,8.19,109.37,normal,99.6,96.8,256,GW-OPCUA-02,1.5
2026-04-14 08:33:58,P-311,Pompe centrifuge BP,P-311-SEN-06,courant,courant,A,159.3041,23.4,312.21,normal,99.1,98.8,5000,GW-MQTT-01,0.9
2026-04-14 08:33:47,P-311,Pompe centrifuge BP,P-311-SEN-07,debit,debit,m3/h,121.1051,16.57,221.06,normal,99.1,103.1,5000,GW-OPCUA-02,1.4
2026-04-14 08:33:50,P-311,Pompe centrifuge BP,P-311-SEN-08,pression,pression,bar,8.82,1.27,16.92,normal,99.0,95.8,512,GW-Modbus-03,1.1
2026-04-14 09:53:53,P-204,Pompe centrifuge HP,P-204-SEN-01,accelerometre,accelerometre,mm/s,1.5258,0.25,3.38,normal,99.0,93.3,128,GW-Modbus-03,1.6
2026-04-14 09:53:26,P-204,Pompe centrifuge HP,P-204-SEN-02,accelerometre,accelerometre,g,0.4413,0.05,0.72,normal,98.9,97.0,128,GW-MQTT-01,1.0
2026-04-14 09:53:22,P-204,Pompe centrifuge HP,P-204-SEN-03,thermique,thermique,°C,28.7136,4.05,54.05,normal,98.8,94.9,512,GW-Modbus-03,1.2
2026-04-14 09:53:09,P-204,Pompe centrifuge HP,P-204-SEN-04,sonde_proximite,sonde_proximite,microns,32.8407,5.4,72.22,normal,98.8,97.4,2000,GW-Modbus-03,1.7
2026-04-14 09:53:00,P-204,Pompe centrifuge HP,P-204-SEN-05,ultrason,ultrason,dB,27.7088,3.78,50.49,normal,99.1,96.5,512,GW-Modbus-03,1.5
2026-04-14 09:53:40,P-204,Pompe centrifuge HP,P-204-SEN-06,courant,courant,A,59.4692,10.8,144.11,normal,99.0,93.8,1000,GW-MQTT-01,0.9
2026-04-14 09:53:52,P-204,Pompe centrifuge HP,P-204-SEN-07,debit,debit,m3/h,53.5543,7.65,102.03,normal,98.7,96.6,128,GW-Modbus-03,0.3
2026-04-14 09:53:14,P-204,Pompe centrifuge HP,P-204-SEN-08,pression,pression,bar,4.0583,0.58,7.81,normal,99.2,96.5,5000,GW-MQTT-01,1.6
2026-04-14 09:53:15,C-118,Compresseur à vis,C-118-SEN-01,accelerometre,accelerometre,mm/s,1.9941,0.31,4.17,normal,98.8,96.1,512,GW-Modbus-03,1.4
2026-04-14 09:53:10,C-118,Compresseur à vis,C-118-SEN-02,accelerometre,accelerometre,g,0.4394,0.07,0.89,normal,99.3,93.6,512,GW-Modbus-03,1.0
2026-04-14 09:53:06,C-118,Compresseur à vis,C-118-SEN-03,thermique,thermique,°C,31.156,4.99,66.67,normal,99.4,98.1,512,GW-OPCUA-02,0.7
2026-04-14 09:53:43,C-118,Compresseur à vis,C-118-SEN-04,sonde_proximite,sonde_proximite,microns,40.7896,6.66,89.07,normal,99.5,96.6,5000,GW-MQTT-01,0.5
2026-04-14 09:53:15,C-118,Compresseur à vis,C-118-SEN-05,ultrason,ultrason,dB,32.8415,4.66,62.27,normal,98.7,93.5,512,GW-MQTT-01,1.1
2026-04-14 09:53:15,C-118,Compresseur à vis,C-118-SEN-06,courant,courant,A,76.7777,13.32,177.73,normal,99.4,97.8,1000,GW-OPCUA-02,1.4
2026-04-14 09:53:48,C-118,Compresseur à vis,C-118-SEN-07,debit,debit,m3/h,55.2531,9.43,125.84,normal,99.4,101.5,256,GW-OPCUA-02,1.0
2026-04-14 09:53:15,C-118,Compresseur à vis,C-118-SEN-08,pression,pression,bar,4.9744,0.72,9.63,normal,99.1,97.8,2000,GW-OPCUA-02,1.2
2026-04-14 09:53:41,V-302,Ventilateur tirage,V-302-SEN-01,accelerometre,accelerometre,mm/s,2.181,0.37,4.96,normal,99.2,97.4,5000,GW-OPCUA-02,1.1
2026-04-14 09:53:37,V-302,Ventilateur tirage,V-302-SEN-02,accelerometre,accelerometre,g,0.5726,0.08,1.06,normal,98.7,100.9,2000,GW-OPCUA-02,1.5
2026-04-14 09:53:07,V-302,Ventilateur tirage,V-302-SEN-03,thermique,thermique,°C,38.1768,5.94,79.28,normal,99.0,96.4,5000,GW-OPCUA-02,1.9
2026-04-14 09:53:59,V-302,Ventilateur tirage,V-302-SEN-04,sonde_proximite,sonde_proximite,microns,40.811,7.92,105.92,normal,99.3,98.7,1000,GW-OPCUA-02,0.9
2026-04-14 09:53:00,V-302,Ventilateur tirage,V-302-SEN-05,ultrason,ultrason,dB,38.0091,5.54,74.05,normal,99.0,96.7,2000,GW-Modbus-03,1.3
2026-04-14 09:53:55,V-302,Ventilateur tirage,V-302-SEN-06,courant,courant,A,112.5761,15.84,211.36,normal,99.2,95.6,2000,GW-MQTT-01,0.2
2026-04-14 09:53:05,V-302,Ventilateur tirage,V-302-SEN-07,debit,debit,m3/h,71.5895,11.22,149.65,normal,99.2,95.9,2000,GW-OPCUA-02,0.9
2026-04-14 09:53:46,V-302,Ventilateur tirage,V-302-SEN-08,pression,pression,bar,6.2213,0.86,11.46,normal,99.0,95.7,2000,GW-OPCUA-02,1.1
2026-04-14 09:53:02,M-019,Moteur électrique 400kW,M-019-SEN-01,accelerometre,accelerometre,mm/s,2.9678,0.43,5.75,normal,99.1,97.2,2000,GW-Modbus-03,1.5
2026-04-14 09:53:04,M-019,Moteur électrique 400kW,M-019-SEN-02,accelerometre,accelerometre,g,0.6876,0.09,1.23,normal,99.3,94.6,2000,GW-Modbus-03,1.4
2026-04-14 09:53:58,M-019,Moteur électrique 400kW,M-019-SEN-03,thermique,thermique,°C,42.5096,6.88,91.89,normal,99.2,96.6,512,GW-OPCUA-02,1.6
2026-04-14 09:53:50,M-019,Moteur électrique 400kW,M-019-SEN-04,sonde_proximite,sonde_proximite,microns,59.9476,9.18,122.77,normal,99.3,98.5,128,GW-MQTT-01,1.3
2026-04-14 09:53:36,M-019,Moteur électrique 400kW,M-019-SEN-05,ultrason,ultrason,dB,39.7087,6.43,85.83,normal,99.5,99.1,512,GW-OPCUA-02,1.0
2026-04-14 09:53:50,M-019,Moteur électrique 400kW,M-019-SEN-06,courant,courant,A,113.2073,18.36,244.98,normal,99.0,98.6,256,GW-OPCUA-02,1.9
2026-04-14 09:53:02,M-019,Moteur électrique 400kW,M-019-SEN-07,debit,debit,m3/h,90.9642,13.01,173.46,normal,99.5,91.0,1000,GW-MQTT-01,1.0
2026-04-14 09:53:04,M-019,Moteur électrique 400kW,M-019-SEN-08,pression,pression,bar,6.61,0.99,13.28,normal,99.4,97.5,5000,GW-MQTT-01,1.0
2026-04-14 09:53:32,R-077,Réducteur convoyeur,R-077-SEN-01,accelerometre,accelerometre,mm/s,3.3363,0.49,6.54,normal,99.2,98.1,512,GW-Modbus-03,1.6
2026-04-14 09:53:17,R-077,Réducteur convoyeur,R-077-SEN-02,accelerometre,accelerometre,g,0.6703,0.1,1.4,normal,99.1,97.1,128,GW-OPCUA-02,1.0
2026-04-14 09:53:08,R-077,Réducteur convoyeur,R-077-SEN-03,thermique,thermique,°C,54.1038,7.83,104.5,normal,99.3,95.2,5000,GW-OPCUA-02,1.5
2026-04-14 09:53:39,R-077,Réducteur convoyeur,R-077-SEN-04,sonde_proximite,sonde_proximite,microns,55.9688,10.44,139.62,normal,99.4,99.1,256,GW-OPCUA-02,0.9
2026-04-14 09:53:33,R-077,Réducteur convoyeur,R-077-SEN-05,ultrason,ultrason,dB,50.2033,7.31,97.61,normal,99.5,96.7,256,GW-MQTT-01,1.5
2026-04-14 09:53:24,R-077,Réducteur convoyeur,R-077-SEN-06,courant,courant,A,135.7862,20.88,278.61,normal,99.4,98.9,256,GW-Modbus-03,1.9
2026-04-14 09:53:37,R-077,Réducteur convoyeur,R-077-SEN-07,debit,debit,m3/h,96.4275,14.79,197.26,normal,99.4,97.4,2000,GW-MQTT-01,1.2
2026-04-14 09:53:12,R-077,Réducteur convoyeur,R-077-SEN-08,pression,pression,bar,6.8143,1.13,15.1,normal,99.5,97.3,128,GW-OPCUA-02,0.9
2026-04-14 09:53:31,P-311,Pompe centrifuge BP,P-311-SEN-01,accelerometre,accelerometre,mm/s,3.6721,0.55,7.33,normal,99.4,97.1,2000,GW-MQTT-01,1.2
2026-04-14 09:53:47,P-311,Pompe centrifuge BP,P-311-SEN-02,accelerometre,accelerometre,g,0.7927,0.12,1.57,normal,98.8,95.0,2000,GW-OPCUA-02,1.0
2026-04-14 09:53:04,P-311,Pompe centrifuge BP,P-311-SEN-03,thermique,thermique,°C,61.0338,8.78,117.12,normal,99.5,99.2,1000,GW-MQTT-01,1.2
2026-04-14 09:53:43,P-311,Pompe centrifuge BP,P-311-SEN-04,sonde_proximite,sonde_proximite,microns,67.9432,11.7,156.47,normal,99.5,96.6,128,GW-Modbus-03,1.2
2026-04-14 09:53:12,P-311,Pompe centrifuge BP,P-311-SEN-05,ultrason,ultrason,dB,60.2006,8.19,109.39,normal,99.2,100.0,512,GW-Modbus-03,1.5
2026-04-14 09:53:12,P-311,Pompe centrifuge BP,P-311-SEN-06,courant,courant,A,158.7283,23.4,312.23,normal,98.9,97.9,128,GW-Modbus-03,1.1
2026-04-14 09:53:04,P-311,Pompe centrifuge BP,P-311-SEN-07,debit,debit,m3/h,109.6806,16.57,221.07,normal,99.2,97.8,2000,GW-OPCUA-02,0.2
2026-04-14 09:53:59,P-311,Pompe centrifuge BP,P-311-SEN-08,pression,pression,bar,8.2985,1.27,16.92,normal,98.9,92.8,2000,GW-OPCUA-02,0.9
2026-04-14 10:48:09,P-204,Pompe centrifuge HP,P-204-SEN-01,accelerometre,accelerometre,mm/s,1.795,0.25,3.38,normal,99.4,98.9,1000,GW-OPCUA-02,1.5
2026-04-14 10:48:19,P-204,Pompe centrifuge HP,P-204-SEN-02,accelerometre,accelerometre,g,0.5039,0.05,0.72,normal,99.0,93.4,128,GW-OPCUA-02,1.4
2026-04-14 10:48:21,P-204,Pompe centrifuge HP,P-204-SEN-03,thermique,thermique,°C,25.4014,4.05,54.06,normal,98.6,92.4,128,GW-MQTT-01,2.2
2026-04-14 10:48:06,P-204,Pompe centrifuge HP,P-204-SEN-04,sonde_proximite,sonde_proximite,microns,42.5456,5.4,72.24,normal,98.8,97.1,512,GW-OPCUA-02,1.6
2026-04-14 10:48:46,P-204,Pompe centrifuge HP,P-204-SEN-05,ultrason,ultrason,dB,29.193,3.78,50.5,normal,99.0,95.3,1000,GW-OPCUA-02,1.0
2026-04-14 10:48:40,P-204,Pompe centrifuge HP,P-204-SEN-06,courant,courant,A,69.9015,10.8,144.12,normal,98.7,97.2,512,GW-MQTT-01,1.3
2026-04-14 10:48:48,P-204,Pompe centrifuge HP,P-204-SEN-07,debit,debit,m3/h,54.4966,7.65,102.04,normal,98.9,96.6,1000,GW-MQTT-01,1.4
2026-04-14 10:48:41,P-204,Pompe centrifuge HP,P-204-SEN-08,pression,pression,bar,4.3909,0.58,7.81,normal,99.3,94.8,128,GW-Modbus-03,1.2
2026-04-14 10:48:42,C-118,Compresseur à vis,C-118-SEN-01,accelerometre,accelerometre,mm/s,2.2176,0.31,4.17,normal,98.7,95.0,512,GW-OPCUA-02,1.2
2026-04-14 10:48:37,C-118,Compresseur à vis,C-118-SEN-02,accelerometre,accelerometre,g,0.5562,0.07,0.89,normal,98.7,96.6,1000,GW-MQTT-01,1.3
2026-04-14 10:48:54,C-118,Compresseur à vis,C-118-SEN-03,thermique,thermique,°C,34.7346,4.99,66.67,normal,99.2,95.8,128,GW-OPCUA-02,0.6
2026-04-14 10:48:55,C-118,Compresseur à vis,C-118-SEN-04,sonde_proximite,sonde_proximite,microns,45.4185,6.66,89.1,normal,99.4,93.8,5000,GW-Modbus-03,1.6
2026-04-14 10:48:31,C-118,Compresseur à vis,C-118-SEN-05,ultrason,ultrason,dB,24.7261,4.66,62.28,normal,99.0,91.6,512,GW-MQTT-01,0.9
2026-04-14 10:48:06,C-118,Compresseur à vis,C-118-SEN-06,courant,courant,A,87.4791,13.32,177.75,normal,99.1,97.4,1000,GW-MQTT-01,1.4
2026-04-14 10:48:33,C-118,Compresseur à vis,C-118-SEN-07,debit,debit,m3/h,52.535,9.43,125.84,normal,98.6,95.9,128,GW-OPCUA-02,1.0
