machine_id,machine_nom,machine_type,date_installation,age_jours,heures_operation_estimees,mtbf_theorique_h,mtbf_actuel_h,derniere_panne_jours,nb_pannes_12m,v_rms_mm_s,a_rms_g,temperature_c,zone_iso,crest_factor,kurtosis,disponibilite_pct,oee_pct,asset_health_index,rul_estime_jours,rul_confiance_pct,cout_remplacement_eur,cout_horaire_arret,score_degradation,niveau_risque
M-019,Moteur 400kW,moteur,2017-11-05,1549.0,37176,12000,12000,131.0,0,1.538,0.785,27.1,A,2.36,3.07,97.9,92.2,89.3,345.1,86.9,320000,2560.0,0.0,faible
M-019,Moteur 400kW,moteur,2017-11-05,1584.2,38021,12000,11979,460.1,0,0.89,0.449,33.7,A,2.69,2.08,98.5,90.6,94.4,321.6,86.0,320000,2560.0,2.3,faible
M-019,Moteur 400kW,moteur,2017-11-05,1619.4,38866,12000,11942,167.4,0,1.695,0.679,35.5,A,2.83,3.02,97.3,91.2,93.5,347.5,92.1,320000,2560.0,4.5,faible
M-019,Moteur 400kW,moteur,2017-11-05,1654.6,39711,12000,11893,577.6,0,1.154,0.406,36.6,A,2.77,3.27,98.8,90.4,88.1,331.7,85.0,320000,2560.0,6.8,faible
M-019,Moteur 400kW,moteur,2017-11-05,1689.8,40556,12000,11836,157.8,0,1.728,0.589,35.9,A,2.97,3.16,96.4,89.1,91.2,359.6,84.4,320000,2560.0,9.1,faible
M-019,Moteur 400kW,moteur,2017-11-05,1725.0,41401,12000,11770,1448.4,0,1.732,0.835,34.2,A,2.52,3.25,96.0,89.9,86.1,322.9,91.3,320000,2560.0,11.4,faible
M-019,Moteur 400kW,moteur,2017-11-05,1760.2,42245,12000,11698,1326.7,0,1.838,0.938,36.1,A,2.83,3.69,97.4,89.0,89.7,327.7,93.5,320000,2560.0,13.6,faible
M-019,Moteur 400kW,moteur,2017-11-05,1795.4,43090,12000,11619,706.5,0,1.79,0.743,29.9,A,2.75,3.97,96.3,87.7,83.0,314.7,86.9,320000,2560.0,15.9,faible
M-019,Moteur 400kW,moteur,2017-11-05,1830.6,43935,12000,11535,1202.8,0,3.802,1.681,36.1,B,3.0,2.59,96.5,88.1,86.7,309.8,77.2,320000,2560.0,18.2,faible
M-019,Moteur 400kW,moteur,2017-11-05,1865.8,44780,12000,11445,1146.6,0,1.706,0.781,35.0,A,3.25,4.31,96.4,87.7,88.6,282.0,95.1,320000,2560.0,20.5,faible
M-019,Moteur 400kW,moteur,2017-11-05,1901.0,45625,12000,11350,586.9,1,3.889,1.652,35.9,B,2.53,3.7,95.3,85.7,79.2,265.7,83.3,320000,2560.0,22.7,faible
M-019,Moteur 400kW,moteur,2017-11-05,1936.2,46470,12000,11250,1199.7,1,2.633,1.297,40.8,B,3.01,4.27,94.8,90.5,75.4,299.7,73.6,320000,2560.0,25.0,faible
M-019,Moteur 400kW,moteur,2017-11-05,1971.5,47315,12000,11145,100.3,1,2.555,1.12,39.7,B,2.98,3.96,97.3,88.2,89.4,263.6,84.9,320000,2560.0,27.3,faible
M-019,Moteur 400kW,moteur,2017-11-05,2006.7,48160,12000,11036,1215.4,0,3.448,1.505,41.0,B,3.15,3.41,95.6,87.2,75.1,264.2,89.2,320000,2560.0,29.5,faible
M-019,Moteur 400kW,moteur,2017-11-05,2041.9,49005,12000,10923,101.7,1,2.773,1.23,43.0,B,3.42,3.66,97.6,88.6,82.1,242.1,84.2,320000,2560.0,31.8,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2077.1,49850,12000,10806,1362.6,1,3.158,1.272,41.2,B,3.35,3.76,94.2,86.4,77.0,253.0,72.1,320000,2560.0,34.1,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2112.3,50695,12000,10684,711.2,1,2.689,1.14,45.6,B,3.49,4.3,93.7,85.0,76.1,225.8,78.9,320000,2560.0,36.4,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2147.5,51539,12000,10559,1230.4,0,4.116,1.919,41.8,B,3.04,3.2,93.7,84.3,84.0,243.5,80.6,320000,2560.0,38.6,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2182.7,52384,12000,10430,126.4,1,3.351,1.504,46.8,B,2.84,3.59,94.5,81.1,77.2,213.7,80.4,320000,2560.0,40.9,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2217.9,53229,12000,10297,1819.3,1,4.053,1.784,44.6,B,3.48,4.28,93.4,81.7,68.1,221.4,76.6,320000,2560.0,43.2,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2253.1,54074,12000,10161,218.5,1,4.456,1.929,46.1,B,3.36,4.29,93.2,83.7,72.1,210.0,79.9,320000,2560.0,45.5,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2288.3,54919,12000,10022,843.0,2,5.387,2.579,44.5,C,3.51,4.98,94.3,83.1,68.5,206.4,76.4,320000,2560.0,47.7,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2323.5,55764,12000,9879,577.9,2,4.785,2.171,46.6,C,3.41,4.5,95.4,82.1,74.3,198.4,81.0,320000,2560.0,50.0,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2358.7,56609,12000,9732,185.3,1,3.931,1.897,47.8,B,3.48,5.48,93.7,80.3,61.5,181.6,79.9,320000,2560.0,52.3,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2393.9,57454,12000,9583,878.5,2,4.052,1.785,51.3,B,3.74,4.99,92.4,79.7,69.7,155.9,78.1,320000,2560.0,54.5,moyen
M-019,Moteur 400kW,moteur,2017-11-05,2429.1,58299,12000,9430,7076.0,1,4.736,2.076,51.2,C,3.45,4.96,93.3,79.1,75.6,157.4,78.3,320000,2560.0,56.8,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2464.3,59144,12000,9275,444.8,3,4.982,2.069,49.2,C,3.6,4.5,92.1,81.1,70.1,115.9,70.4,320000,2560.0,59.1,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2499.5,59989,12000,9116,1305.9,3,4.739,2.124,51.2,C,3.69,5.24,92.4,83.1,61.4,135.2,73.1,320000,2560.0,61.4,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2534.7,60833,12000,8954,1105.8,2,4.776,2.073,54.3,C,3.87,5.37,92.7,78.8,74.4,167.4,73.5,320000,2560.0,63.6,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2569.9,61678,12000,8790,587.9,2,5.415,2.541,56.1,C,3.87,4.98,89.7,78.6,65.8,124.4,70.1,320000,2560.0,65.9,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2605.1,62523,12000,8622,103.1,2,5.771,2.436,54.4,C,3.84,5.6,91.4,78.6,61.2,109.7,67.8,320000,2560.0,68.2,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2640.3,63368,12000,8452,169.6,3,5.696,2.6,55.9,C,4.01,5.15,90.9,80.1,70.3,124.5,72.6,320000,2560.0,70.5,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2675.5,64213,12000,8279,776.2,3,6.514,2.871,55.9,C,3.73,5.4,90.8,79.8,61.2,109.3,75.5,320000,2560.0,72.7,eleve
M-019,Moteur 400kW,moteur,2017-11-05,2710.8,65058,12000,8103,425.4,3,6.343,2.826,57.9,C,4.05,5.87,91.0,77.1,58.3,73.6,71.0,320000,2560.0,75.0,critique
M-019,Moteur 400kW,moteur,2017-11-05,2746.0,65903,12000,7924,1891.3,3,5.87,2.613,55.3,C,3.89,5.67,88.2,79.0,53.0,61.1,76.9,320000,2560.0,77.3,critique
M-019,Moteur 400kW,moteur,2017-11-05,2781.2,66748,12000,7743,1236.7,2,5.991,2.643,58.9,C,4.05,5.75,90.8,76.5,51.3,56.8,71.4,320000,2560.0,79.5,critique
M-019,Moteur 400kW,moteur,2017-11-05,2816.4,67593,12000,7560,3911.3,3,5.916,2.685,60.3,C,3.9,5.62,90.6,76.2,59.5,77.1,84.1,320000,2560.0,81.8,critique
M-019,Moteur 400kW,moteur,2017-11-05,2851.6,68438,12000,7373,5331.0,3,6.147,2.809,58.5,C,4.18,5.97,89.5,73.4,58.4,58.9,68.6,320000,2560.0,84.1,critique
M-019,Moteur 400kW,moteur,2017-11-05,2886.8,69283,12000,7184,707.3,3,7.022,3.191,62.8,C,4.35,6.77,90.1,75.3,54.6,41.1,70.6,320000,2560.0,86.4,critique
M-019,Moteur 400kW,moteur,2017-11-05,2922.0,70127,12000,6993,16.4,4,7.561,3.365,60.3,D,4.66,6.0,88.5,75.2,55.2,18.9,69.9,320000,2560.0,88.6,critique
M-019,Moteur 400kW,moteur,2017-11-05,2957.2,70972,12000,6799,1627.9,4,7.075,3.339,61.4,C,4.19,6.41,89.8,73.1,52.2,31.4,67.8,320000,2560.0,90.9,critique
M-019,Moteur 400kW,moteur,2017-11-05,2992.4,71817,12000,6603,25.4,3,7.262,3.442,58.2,D,4.48,5.94,87.7,72.5,53.1,44.2,71.4,320000,2560.0,93.2,critique
M-019,Moteur 400kW,moteur,2017-11-05,3027.6,72662,12000,6404,2746.3,2,6.776,2.931,62.7,C,4.5,5.72,90.1,71.3,49.1,18.7,66.3,320000,2560.0,95.5,critique
M-019,Moteur 400kW,moteur,2017-11-05,3062.8,73507,12000,6203,805.1,3,6.949,3.182,65.8,C,4.67,5.81,88.8,72.5,51.5,16.2,63.0,320000,2560.0,97.7,critique
M-019,Moteur 400kW,moteur,2017-11-05,3098.0,74352,12000,6000,3157.2,4,8.22,3.791,64.4,D,4.19,6.56,86.8,72.9,43.1,-2.8,66.5,320000,2560.0,100.0,critique
R-077,Réducteur,reducteur,2021-05-18,904.0,21696,20000,20000,455.1,0,1.605,0.761,31.1,A,2.43,2.32,99.0,92.9,93.5,331.6,85.6,45000,360.0,0.0,faible
R-077,Réducteur,reducteur,2021-05-18,924.5,22189,20000,19966,1044.2,1,1.472,0.628,31.9,A,2.25,2.04,97.9,89.1,96.3,381.4,81.1,45000,360.0,2.3,faible
R-077,Réducteur,reducteur,2021-05-18,945.1,22682,20000,19903,603.0,0,1.709,0.794,32.7,A,2.89,3.21,98.9,92.6,94.3,364.4,98.7,45000,360.0,4.5,faible
R-077,Réducteur,reducteur,2021-05-18,965.6,23175,20000,19822,15.1,0,0.854,0.313,30.3,A,2.77,2.49,97.7,89.1,96.2,359.9,91.9,45000,360.0,6.8,faible
R-077,Réducteur,reducteur,2021-05-18,986.2,23668,20000,19726,198.8,0,1.465,0.658,35.3,A,2.91,4.15,97.1,90.1,87.6,319.1,84.1,45000,360.0,9.1,faible
R-077,Réducteur,reducteur,2021-05-18,1006.7,24161,20000,19617,193.2,0,1.257,0.481,33.1,A,2.8,2.82,96.0,88.9,88.7,306.4,85.1,45000,360.0,11.4,faible
R-077,Réducteur,reducteur,2021-05-18,1027.3,24655,20000,19496,514.0,0,2.331,0.951,35.0,B,2.83,3.03,95.3,91.5,85.6,326.1,75.3,45000,360.0,13.6,faible
R-077,Réducteur,reducteur,2021-05-18,1047.8,25148,20000,19365,1815.7,0,1.878,0.807,36.0,A,2.78,3.55,96.8,89.5,77.9,313.4,92.3,45000,360.0,15.9,faible
R-077,Réducteur,reducteur,2021-05-18,1068.4,25641,20000,19225,43.7,0,2.108,0.937,39.3,A,2.86,3.77,97.9,89.3,83.5,280.2,82.3,45000,360.0,18.2,faible
R-077,Réducteur,reducteur,2021-05-18,1088.9,26134,20000,19075,115.3,1,3.344,1.454,37.6,B,3.4,3.53,93.8,88.1,90.8,287.5,76.7,45000,360.0,20.5,faible
R-077,Réducteur,reducteur,2021-05-18,1109.5,26627,20000,18917,908.5,2,2.24,1.004,36.1,A,2.86,3.75,94.6,87.9,85.4,251.7,82.4,45000,360.0,22.7,faible
R-077,Réducteur,reducteur,2021-05-18,1130.0,27120,20000,18750,699.8,1,4.129,1.921,43.3,B,2.87,4.08,96.2,85.8,89.2,289.9,85.5,45000,360.0,25.0,faible
R-077,Réducteur,reducteur,2021-05-18,1150.5,27613,20000,18576,481.5,0,2.215,1.026,39.1,A,2.97,4.33,94.8,85.3,83.0,239.0,78.7,45000,360.0,27.3,faible
R-077,Réducteur,reducteur,2021-05-18,1171.1,28106,20000,18394,1375.2,1,3.281,1.466,40.1,B,2.88,3.61,95.7,87.3,83.9,242.3,83.2,45000,360.0,29.5,faible
R-077,Réducteur,reducteur,2021-05-18,1191.6,28599,20000,18205,1832.6,1,2.925,1.359,41.4,B,3.35,3.28,94.3,85.3,79.9,254.3,83.0,45000,360.0,31.8,moyen
R-077,Réducteur,reducteur,2021-05-18,1212.2,29092,20000,18010,45.3,0,2.989,1.375,40.6,B,3.02,3.88,94.4,83.2,71.2,244.5,79.6,45000,360.0,34.1,moyen
R-077,Réducteur,reducteur,2021-05-18,1232.7,29585,20000,17807,163.5,1,4.569,2.088,40.6,C,3.43,4.29,93.7,86.0,70.3,215.0,91.8,45000,360.0,36.4,moyen
R-077,Réducteur,reducteur,2021-05-18,1253.3,30079,20000,17598,722.9,0,3.276,1.382,44.4,B,3.19,4.29,93.4,83.0,84.1,219.5,72.7,45000,360.0,38.6,moyen
R-077,Réducteur,reducteur,2021-05-18,1273.8,30572,20000,17383,766.5,0,4.574,1.891,46.6,C,3.49,3.85,94.6,83.2,74.2,201.8,76.4,45000,360.0,40.9,moyen
R-077,Réducteur,reducteur,2021-05-18,1294.4,31065,20000,17162,282.6,1,3.984,1.688,46.5,B,3.24,4.55,93.9,83.2,68.4,196.4,72.6,45000,360.0,43.2,moyen
R-077,Réducteur,reducteur,2021-05-18,1314.9,31558,20000,16935,1075.3,1,5.355,2.313,49.6,C,3.41,4.37,93.2,81.7,79.7,214.0,82.7,45000,360.0,45.5,moyen
R-077,Réducteur,reducteur,2021-05-18,1335.5,32051,20000,16703,195.7,2,4.892,2.276,46.0,C,3.02,4.55,93.7,84.0,72.2,211.8,78.0,45000,360.0,47.7,moyen
R-077,Réducteur,reducteur,2021-05-18,1356.0,32544,20000,16464,355.8,2,4.388,1.965,48.4,B,3.67,4.6,95.6,80.9,78.8,191.1,68.6,45000,360.0,50.0,moyen
R-077,Réducteur,reducteur,2021-05-18,1376.5,33037,20000,16221,549.6,2,4.94,2.29,51.9,C,3.77,3.85,92.5,81.6,66.9,155.5,82.6,45000,360.0,52.3,moyen
R-077,Réducteur,reducteur,2021-05-18,1397.1,33530,20000,15972,207.1,1,4.793,2.235,50.9,C,3.53,4.67,90.9,79.8,71.6,172.4,70.6,45000,360.0,54.5,moyen
R-077,Réducteur,reducteur,2021-05-18,1417.6,34023,20000,15717,3889.7,2,3.775,1.63,50.3,B,4.05,4.99,91.9,80.6,65.9,164.0,78.1,45000,360.0,56.8,eleve
R-077,Réducteur,reducteur,2021-05-18,1438.2,34516,20000,15458,183.5,1,4.824,2.283,51.3,C,3.94,5.4,92.9,79.4,69.0,163.9,74.9,45000,360.0,59.1,eleve
R-077,Réducteur,reducteur,2021-05-18,1458.7,35009,20000,15193,206.5,2,4.949,2.132,48.8,C,3.64,5.53,91.4,78.3,65.9,143.8,69.7,45000,360.0,61.4,eleve
R-077,Réducteur,reducteur,2021-05-18,1479.3,35503,20000,14924,2716.8,2,5.076,2.217,51.6,C,4.13,4.52,92.5,78.8,63.3,142.3,70.4,45000,360.0,63.6,eleve
R-077,Réducteur,reducteur,2021-05-18,1499.8,35996,20000,14649,979.3,2,5.863,2.674,57.3,C,3.93,5.06,91.7,79.0,62.6,101.8,81.5,45000,360.0,65.9,eleve
R-077,Réducteur,reducteur,2021-05-18,1520.4,36489,20000,14370,1931.6,3,6.327,2.885,56.6,C,3.82,5.02,92.0,79.1,67.7,119.8,74.2,45000,360.0,68.2,eleve
R-077,Réducteur,reducteur,2021-05-18,1540.9,36982,20000,14086,119.5,2,5.238,2.258,53.9,C,3.93,5.14,91.3,75.5,61.1,106.5,68.8,45000,360.0,70.5,eleve
R-077,Réducteur,reducteur,2021-05-18,1561.5,37475,20000,13798,24.3,4,5.318,2.461,56.3,C,4.01,5.18,90.0,78.8,57.9,85.7,75.2,45000,360.0,72.7,eleve
R-077,Réducteur,reducteur,2021-05-18,1582.0,37968,20000,13505,447.7,2,5.571,2.393,57.9,C,3.89,5.71,89.9,79.1,55.0,93.2,65.2,45000,360.0,75.0,critique
R-077,Réducteur,reducteur,2021-05-18,1602.5,38461,20000,13207,243.0,2,6.092,2.797,57.5,C,4.13,5.23,89.3,78.0,53.2,64.1,62.0,45000,360.0,77.3,critique
R-077,Réducteur,reducteur,2021-05-18,1623.1,38954,20000,12905,860.7,3,5.933,2.667,61.5,C,4.13,5.96,90.3,75.0,60.9,58.0,61.5,45000,360.0,79.5,critique
R-077,Réducteur,reducteur,2021-05-18,1643.6,39447,20000,12599,1030.1,3,5.571,2.516,55.4,C,4.04,6.18,89.4,73.6,41.2,61.6,69.4,45000,360.0,81.8,critique
R-077,Réducteur,reducteur,2021-05-18,1664.2,39940,20000,12289,275.6,3,7.855,3.553,60.0,D,3.99,6.62,90.1,75.0,58.2,77.8,71.7,45000,360.0,84.1,critique
R-077,Réducteur,reducteur,2021-05-18,1684.7,40433,20000,11974,2302.3,3,7.726,3.384,60.3,D,4.35,5.72,89.0,76.9,58.6,50.5,64.1,45000,360.0,86.4,critique
R-077,Réducteur,reducteur,2021-05-18,1705.3,40927,20000,11655,109.7,2,6.598,3.116,58.6,C,4.0,5.71,88.3,75.6,51.7,39.0,64.2,45000,360.0,88.6,critique
R-077,Réducteur,reducteur,2021-05-18,1725.8,41420,20000,11332,1458.8,4,6.44,2.815,63.0,C,3.94,6.25,89.4,75.1,56.6,10.3,65.3,45000,360.0,90.9,critique
R-077,Réducteur,reducteur,2021-05-18,1746.4,41913,20000,11005,471.7,3,7.388,3.159,59.2,D,4.36,5.98,88.3,73.9,51.5,39.9,64.2,45000,360.0,93.2,critique
R-077,Réducteur,reducteur,2021-05-18,1766.9,42406,20000,10674,1509.0,4,7.85,3.46,63.0,D,4.42,6.39,91.2,73.7,50.2,17.3,80.5,45000,360.0,95.5,critique
R-077,Réducteur,reducteur,2021-05-18,1787.5,42899,20000,10339,1205.6,3,6.689,2.887,63.4,C,4.49,6.34,89.1,72.9,48.2,6.2,70.8,45000,360.0,97.7,critique
R-077,Réducteur,reducteur,2021-05-18,1808.0,43392,20000,10000,64.8,4,7.778,3.527,67.1,D,4.75,6.42,88.6,74.3,52.9,-0.8,58.9,45000,360.0,100.0,critique
P-311,Pompe BP,pompe,2016-07-03,1794.0,43056,7500,7500,247.4,0,1.183,0.532,30.3,A,2.41,2.58,96.2,92.9,99.3,372.2,84.8,180000,1440.0,0.0,faible
P-311,Pompe BP,pompe,2016-07-03,1834.8,44035,7500,7487,1444.0,0,1.064,0.441,31.2,A,2.35,2.63,97.4,94.0,99.3,328.5,92.7,180000,1440.0,2.3,faible
P-311,Pompe BP,pompe,2016-07-03,1875.5,45013,7500,7464,828.8,0,1.036,0.493,32.4,A,2.75,3.49,96.6,93.4,93.5,369.2,85.0,180000,1440.0,4.5,faible
P-311,Pompe BP,pompe,2016-07-03,1916.3,45992,7500,7433,1451.9,0,2.264,1.154,33.9,A,2.97,2.89,95.4,91.5,95.3,343.9,81.9,180000,1440.0,6.8,faible
P-311,Pompe BP,pompe,2016-07-03,1957.1,46970,7500,7397,37.8,0,2.405,1.096,34.0,B,2.66,2.92,97.0,93.4,80.1,328.5,85.4,180000,1440.0,9.1,faible
P-311,Pompe BP,pompe,2016-07-03,1997.9,47949,7500,7356,5361.9,0,2.352,1.08,36.2,B,2.43,3.21,99.0,89.3,78.1,323.9,92.0,180000,1440.0,11.4,faible
P-311,Pompe BP,pompe,2016-07-03,2038.6,48927,7500,7311,627.9,0,0.76,0.327,35.9,A,2.96,3.24,97.8,90.3,83.1,316.5,76.4,180000,1440.0,13.6,faible
P-311,Pompe BP,pompe,2016-07-03,2079.4,49906,7500,7262,1840.4,0,1.523,0.811,37.1,A,2.86,2.22,95.2,88.7,94.8,319.1,88.7,180000,1440.0,15.9,faible
P-311,Pompe BP,pompe,2016-07-03,2120.2,50884,7500,7209,1549.0,0,2.324,1.109,38.2,B,2.79,3.55,96.7,89.3,91.0,317.0,83.1,180000,1440.0,18.2,faible
P-311,Pompe BP,pompe,2016-07-03,2161.0,51863,7500,7153,647.0,1,2.493,1.136,38.0,B,3.21,3.36,96.5,87.5,85.4,321.8,92.2,180000,1440.0,20.5,faible
P-311,Pompe BP,pompe,2016-07-03,2201.7,52841,7500,7094,1021.4,1,1.667,0.892,38.0,A,2.84,3.42,97.9,86.9,78.7,276.3,87.2,180000,1440.0,22.7,faible
P-311,Pompe BP,pompe,2016-07-03,2242.5,53820,7500,7031,88.9,0,3.283,1.393,36.6,B,3.01,3.78,94.6,87.3,83.5,281.3,81.8,180000,1440.0,25.0,faible
P-311,Pompe BP,pompe,2016-07-03,2283.3,54799,7500,6966,483.7,1,3.534,1.786,40.2,B,3.16,3.71,96.3,86.3,79.2,265.5,75.7,180000,1440.0,27.3,faible
P-311,Pompe BP,pompe,2016-07-03,2324.0,55777,7500,6898,1420.5,1,3.362,1.495,38.3,B,2.95,3.34,95.4,85.7,68.5,263.9,71.6,180000,1440.0,29.5,faible
P-311,Pompe BP,pompe,2016-07-03,2364.8,56756,7500,6827,444.9,0,4.564,2.098,38.4,C,2.99,3.97,95.2,82.9,71.1,277.7,87.0,180000,1440.0,31.8,moyen
P-311,Pompe BP,pompe,2016-07-03,2405.6,57734,7500,6754,697.7,1,2.627,1.187,43.9,B,3.16,4.0,94.6,86.8,84.1,250.1,81.2,180000,1440.0,34.1,moyen
P-311,Pompe BP,pompe,2016-07-03,2446.4,58713,7500,6678,1203.6,1,3.155,1.577,42.1,B,3.43,4.46,93.8,87.4,78.7,252.6,77.0,180000,1440.0,36.4,moyen
P-311,Pompe BP,pompe,2016-07-03,2487.1,59691,7500,6599,2346.8,1,3.593,1.702,42.3,B,3.08,4.34,93.4,84.0,80.7,215.4,81.0,180000,1440.0,38.6,moyen
P-311,Pompe BP,pompe,2016-07-03,2527.9,60670,7500,6519,366.4,1,3.148,1.49,44.1,B,3.41,4.32,94.3,83.0,81.2,222.6,81.2,180000,1440.0,40.9,moyen
P-311,Pompe BP,pompe,2016-07-03,2568.7,61648,7500,6436,1561.2,1,3.925,1.826,44.7,B,3.0,3.57,94.5,83.3,64.1,210.8,78.9,180000,1440.0,43.2,moyen
P-311,Pompe BP,pompe,2016-07-03,2609.5,62627,7500,6351,341.1,1,4.739,2.049,48.6,C,3.58,4.92,93.3,84.0,74.3,175.4,77.0,180000,1440.0,45.5,moyen
P-311,Pompe BP,pompe,2016-07-03,2650.2,63605,7500,6264,29.4,2,4.076,1.95,47.5,B,3.46,4.27,95.3,82.3,73.9,208.0,76.6,180000,1440.0,47.7,moyen
P-311,Pompe BP,pompe,2016-07-03,2691.0,64584,7500,6174,1932.6,2,4.058,1.897,42.8,B,3.78,4.44,92.9,80.8,74.0,187.1,79.7,180000,1440.0,50.0,moyen
P-311,Pompe BP,pompe,2016-07-03,2731.8,65563,7500,6083,1540.8,2,4.37,1.884,48.5,B,3.48,5.11,92.9,80.0,69.7,192.7,74.1,180000,1440.0,52.3,moyen
P-311,Pompe BP,pompe,2016-07-03,2772.5,66541,7500,5989,982.2,2,3.844,1.567,51.6,B,3.66,4.64,91.7,79.5,70.4,153.4,80.8,180000,1440.0,54.5,moyen
P-311,Pompe BP,pompe,2016-07-03,2813.3,67520,7500,5894,1122.5,2,5.238,2.375,52.5,C,3.77,5.11,92.8,80.4,65.7,173.3,69.6,180000,1440.0,56.8,eleve
P-311,Pompe BP,pompe,2016-07-03,2854.1,68498,7500,5797,362.9,3,5.225,2.422,54.4,C,3.68,5.91,93.4,79.7,77.6,161.1,70.6,180000,1440.0,59.1,eleve
P-311,Pompe BP,pompe,2016-07-03,2894.9,69477,7500,5697,987.0,2,5.529,2.594,53.5,C,4.0,5.68,91.0,78.0,66.1,138.3,74.1,180000,1440.0,61.4,eleve
P-311,Pompe BP,pompe,2016-07-03,2935.6,70455,7500,5596,286.4,2,4.99,2.25,53.1,C,3.67,4.67,92.7,80.8,62.3,131.9,72.7,180000,1440.0,63.6,eleve
P-311,Pompe BP,pompe,2016-07-03,2976.4,71434,7500,5493,1529.2,1,5.251,2.391,56.4,C,3.43,5.26,91.7,77.5,63.9,130.1,71.5,180000,1440.0,65.9,eleve
P-311,Pompe BP,pompe,2016-07-03,3017.2,72412,7500,5389,244.8,3,5.615,2.398,53.2,C,3.78,5.12,90.8,79.8,68.3,113.4,72.6,180000,1440.0,68.2,eleve
P-311,Pompe BP,pompe,2016-07-03,3058.0,73391,7500,5282,2693.5,2,6.074,2.734,54.4,C,3.81,5.31,90.9,78.1,63.9,111.3,75.1,180000,1440.0,70.5,eleve
P-311,Pompe BP,pompe,2016-07-03,3098.7,74369,7500,5174,2078.1,2,6.23,2.845,55.7,C,4.26,6.13,91.1,79.2,60.0,101.8,72.3,180000,1440.0,72.7,eleve
P-311,Pompe BP,pompe,2016-07-03,3139.5,75348,7500,5064,807.4,2,5.899,2.689,55.7,C,4.15,6.0,91.0,79.6,59.8,81.6,76.5,180000,1440.0,75.0,critique
P-311,Pompe BP,pompe,2016-07-03,3180.3,76327,7500,4953,1234.7,2,5.814,2.678,57.1,C,4.47,5.53,89.0,78.1,56.8,77.6,69.6,180000,1440.0,77.3,critique
P-311,Pompe BP,pompe,2016-07-03,3221.0,77305,7500,4840,1441.4,2,6.555,2.869,55.1,C,3.89,5.29,90.7,78.3,58.3,76.4,73.3,180000,1440.0,79.5,critique
P-311,Pompe BP,pompe,2016-07-03,3261.8,78284,7500,4725,2761.3,3,6.888,3.211,57.0,C,4.19,5.73,87.8,78.5,58.8,48.2,74.4,180000,1440.0,81.8,critique
P-311,Pompe BP,pompe,2016-07-03,3302.6,79262,7500,4608,287.6,4,6.366,2.783,63.7,C,4.05,5.93,89.2,75.5,63.8,26.2,64.3,180000,1440.0,84.1,critique
P-311,Pompe BP,pompe,2016-07-03,3343.4,80241,7500,4490,214.7,3,6.989,3.143,57.0,C,4.18,5.49,91.2,75.7,53.0,21.7,70.7,180000,1440.0,86.4,critique
P-311,Pompe BP,pompe,2016-07-03,3384.1,81219,7500,4371,3454.4,4,6.865,3.11,63.1,C,4.71,6.08,88.8,75.1,53.9,17.6,69.1,180000,1440.0,88.6,critique
P-311,Pompe BP,pompe,2016-07-03,3424.9,82198,7500,4250,3929.9,3,6.885,3.07,63.7,C,4.08,5.34,89.0,76.3,52.2,56.3,69.8,180000,1440.0,90.9,critique
P-311,Pompe BP,pompe,2016-07-03,3465.7,83176,7500,4127,2975.8,3,7.009,3.088,62.7,C,4.3,6.26,90.3,73.8,54.3,-27.0,66.1,180000,1440.0,93.2,critique
P-311,Pompe BP,pompe,2016-07-03,3506.5,84155,7500,4003,3070.5,4,7.161,3.011,63.5,D,4.2,5.83,87.7,74.3,50.1,26.3,60.7,180000,1440.0,95.5,critique
P-311,Pompe BP,pompe,2016-07-03,3547.2,85133,7500,3877,2263.9,3,7.267,3.255,65.2,D,4.71,5.7,88.7,72.5,52.7,17.7,78.8,180000,1440.0,97.7,critique
P-311,Pompe BP,pompe,2016-07-03,3588.0,86112,7500,3750,3453.6,4,8.398,3.707,66.4,D,4.58,6.22,87.5,70.6,59.4,-11.1,60.8,180000,1440.0,100.0,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,768.0,18432,16000,16000,77.5,0,1.457,0.694,31.3,A,2.5,2.97,98.9,91.7,97.0,376.6,83.5,95000,760.0,0.0,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,785.5,18851,16000,15973,297.8,0,1.073,0.458,28.1,A,2.52,2.29,98.4,91.6,88.8,344.9,92.5,95000,760.0,2.3,faible
